i,X1,Y1,X2,Y2,X3,Y3,DC1,DC2,DC3
1326,0.0000006687,0.0000017236,-0.0000000188,-0.0000003799,-0.0000013322,-0.0000020351,0.2861054392,0.0063613274,0.5949154103
1327,0.0000009936,-0.0000003400,-0.0000000059,-0.0000001987,-0.0000008245,0.0000004141,0.2869381507,0.0063067451,0.5940114677
1328,0.0000002954,-0.0000008907,0.0000000613,-0.0000001984,0.0000004938,0.0000006894,0.2872735919,0.0062868885,0.5936636355
1329,0.0000004142,-0.0000004242,-0.0000000215,-0.0000002109,-0.0000006250,0.0000003427,0.2873110659,0.0062844759,0.5936141969
1330,-0.0000006709,0.0000000959,0.0000001709,-0.0000002232,0.0000014156,-0.0000007071,0.2870568487,0.0062968887,0.5938227563
1331,0.0000008492,-0.0000001915,0.0000000087,-0.0000002813,-0.0000005642,0.0000004155,0.2866728820,0.0063215141,0.5941965358
1332,0.0000009635,-0.0000010347,0.0000000117,-0.0000001693,-0.0000006169,0.0000011953,0.2863350967,0.0063401145,0.5945352377
1333,0.0000009577,-0.0000012228,0.0000000315,-0.0000001145,-0.0000000160,0.0000012335,0.2859105742,0.0063667837,0.5949591370
1334,-0.0000011379,-0.0000008698,-0.0000000043,-0.0000001933,0.0000009402,0.0000005045,0.2852135444,0.0064183972,0.5956485459
1335,0.0000013557,-0.0000015833,-0.0000001010,-0.0000001790,-0.0000007515,0.0000014048,0.2842890136,0.0064824547,0.5966064266
1336,-0.0000002595,-0.0000010206,0.0000000299,-0.0000001617,0.0000002897,0.0000011382,0.2830859435,0.0065710376,0.5977808971
1337,-0.0000011134,-0.0000000857,0.0000002036,-0.0000001953,0.0000016265,-0.0000003597,0.2813972860,0.0066949462,0.5994901989
1338,-0.0000011982,-0.0000001479,0.0000001867,-0.0000002228,0.0000010234,-0.0000000208,0.2792594150,0.0068677620,0.6016795691
1339,-0.0000008176,0.0000014736,0.0000001565,-0.0000003686,0.0000006552,-0.0000013870,0.2767072791,0.0070893725,0.6043116991
1340,-0.0000028711,0.0000014012,0.0000003172,-0.0000004090,0.0000030296,-0.0000011247,0.2738581888,0.0073386022,0.6072444913
1341,0.0000025079,0.0000008088,-0.0000001866,-0.0000003207,-0.0000025385,-0.0000009000,0.2707541374,0.0076452393,0.6104071657
1342,0.0000004272,-0.0000008807,0.0000000009,-0.0000001703,-0.0000002227,0.0000007156,0.2672894788,0.0080268466,0.6138504356
1343,0.0000020751,-0.0000007998,-0.0000002082,-0.0000001696,-0.0000020854,0.0000006594,0.2637832268,0.0084480046,0.6172742138
1344,-0.0000023620,-0.0000002468,0.0000004349,-0.0000002908,0.0000025972,-0.0000000984,0.2604112876,0.0088466621,0.6205423458
1345,-0.0000018849,-0.0000009612,0.0000002914,-0.0000001501,0.0000018919,0.0000011276,0.2573892354,0.0092585762,0.6234911863
1346,0.0000008198,0.0000005085,0.0000000145,-0.0000003681,-0.0000007764,-0.0000004687,0.2548556709,0.0096349084,0.6259895554
1347,-0.0000004398,0.0000012088,0.0000001527,-0.0000004249,0.0000007346,-0.0000012911,0.2526506092,0.0099625896,0.6280651439
1348,0.0000009804,0.0000001437,-0.0000001396,-0.0000003076,-0.0000012705,-0.0000001813,0.2509120822,0.0102280072,0.6297310441
1349,-0.0000010108,-0.0000003299,0.0000001298,-0.0000001537,0.0000006787,-0.0000004042,0.2495858384,0.0104469051,0.6309957676
1350,0.0000021186,-0.0000004391,-0.0000002815,-0.0000002311,-0.0000016560,0.0000000031,0.2482839356,0.0106543590,0.6322050532
1351,0.0000003275,-0.0000010901,-0.0000000493,-0.0000000810,-0.0000004237,0.0000006936,0.2470157564,0.0108678006,0.6334231879
1352,0.0000002968,-0.0000002955,-0.0000000241,-0.0000002810,0.0000001292,-0.0000000285,0.2457428264,0.0110758983,0.6346282927
1353,0.0000000918,-0.0000005401,0.0000000266,-0.0000001528,-0.0000003803,-0.0000000456,0.2444507062,0.0112988775,0.6358232798
1354,0.0000005668,-0.0000019878,-0.0000000133,0.0000001539,-0.0000009558,0.0000016276,0.2436546812,0.0114333614,0.6365377486
1355,0.0000004367,-0.0000016113,-0.0000000456,0.0000000606,-0.0000005787,0.0000009091,0.2436884610,0.0114253175,0.6365400983
1356,-0.0000001809,-0.0000005196,0.0000001421,-0.0000000794,0.0000006091,0.0000006630,0.2436673393,0.0114276675,0.6365475476
1357,0.0000004377,-0.0000008234,-0.0000000670,-0.0000002006,-0.0000005719,0.0000002575,0.2439707196,0.0113767540,0.6362782758
1358,0.0000000272,-0.0000007490,0.0000000485,-0.0000001716,-0.0000000371,0.0000001871,0.2447266015,0.0112503204,0.6355571327
1359,-0.0000015988,-0.0000011932,0.0000002818,0.0000000195,0.0000015974,0.0000015086,0.2461764065,0.0110103721,0.6341966942
1360,0.0000013259,-0.0000001801,-0.0000001252,-0.0000001724,-0.0000016544,0.0000006182,0.2482306031,0.0106675968,0.6322500360
1361,-0.0000030395,0.0000003116,0.0000005054,-0.0000004249,0.0000027201,-0.0000004196,0.2506933388,0.0102711455,0.6299329791
1362,0.0000017081,0.0000006996,-0.0000002727,-0.0000003983,-0.0000018784,-0.0000009071,0.2536583642,0.0098127243,0.6270990890
1363,0.0000001327,-0.0000018815,0.0000000355,0.0000000348,0.0000002200,0.0000019943,0.2568169670,0.0093448716,0.6240492715
1364,0.0000005401,-0.0000001146,0.0000000396,-0.0000002781,0.0000003721,0.0000002423,0.2598016639,0.0089290637,0.6211032619
1365,0.0000010575,-0.0000015523,-0.0000000736,-0.0000000373,-0.0000014709,0.0000012042,0.2622611179,0.0086239579,0.6186945647
1366,0.0000000679,-0.0000014724,0.0000000324,-0.0000000448,0.0000001407,0.0000017003,0.2651226100,0.0082881578,0.6159637263
1367,0.0000005140,-0.0000006835,-0.0000000086,-0.0000001014,-0.0000006943,0.0000003311,0.2684765717,0.0078912752,0.6126780148
1368,-0.0000007933,-0.0000000431,0.0000001502,-0.0000001904,0.0000007444,0.0000001980,0.2719791731,0.0075173931,0.6091613339
1369,0.0000023940,-0.0000016534,-0.0000001771,-0.0000000870,-0.0000022287,0.0000014780,0.2752992050,0.0072165936,0.6057969995
1370,-0.0000008732,0.0000025589,0.0000001914,-0.0000003849,0.0000007890,-0.0000022212,0.2781233793,0.0069715077,0.6028697505
1371,0.0000014862,-0.0000015333,-0.0000000918,-0.0000000553,-0.0000014406,0.0000015175,0.2808071213,0.0067493910,0.6001094027
1372,0.0000024070,-0.0000026676,-0.0000001132,-0.0000000498,-0.0000025139,0.0000027193,0.2832866344,0.0065591811,0.5976032907
1373,0.0000002792,0.0000008442,-0.0000000573,-0.0000002534,-0.0000005898,-0.0000011963,0.2854236053,0.0064099221,0.5954155328
1374,0.0000003993,-0.0000005162,0.0000000146,-0.0000002352,-0.0000009287,0.0000003631,0.2871685645,0.0062950574,0.5936099099
1375,0.0000016189,-0.0000020672,-0.0000000122,-0.0000001343,-0.0000013190,0.0000024555,0.2884057645,0.0062189747,0.5923399369
1376,0.0000016794,-0.0000011891,-0.0000000704,-0.0000001760,-0.0000016697,0.0000016851,0.2890320155,0.0061787927,0.5916929236
1377,0.0000001410,0.0000002654,-0.0000000156,-0.0000003426,0.0000004180,-0.0000007006,0.2890970435,0.0061736051,0.5916448849
1378,0.0000003690,-0.0000001293,0.0000000133,-0.0000002818,-0.0000005193,0.0000006800,0.2887814989,0.0061929367,0.5919444034
1379,-0.0000014782,-0.0000006035,0.0000001031,-0.0000002634,0.0000017586,0.0000003386,0.2883369923,0.0062191747,0.5923715586
1380,0.0000003893,-0.0000019561,-0.0000000432,-0.0000000857,-0.0000002663,0.0000015701,0.2877745315,0.0062552316,0.5929493167
1381,0.0000028816,0.0000003080,-0.0000001446,-0.0000002211,-0.0000024887,-0.0000006693,0.2873908960,0.0062770383,0.5933606923
1382,0.0000013098,-0.0000005865,-0.0000000390,-0.0000001686,-0.0000012079,0.0000004204,0.2869367068,0.0063059826,0.5938007398
1383,0.0000007884,-0.0000007998,-0.0000000294,-0.0000001816,-0.0000014092,0.0000003678,0.2859828719,0.0063676963,0.5947642012
1384,-0.0000007300,0.0000002924,0.0000001862,-0.0000002130,0.0000005969,-0.0000005390,0.2844358531,0.0064773483,0.5963780568
1385,-0.0000003783,-0.0000006651,0.0000000257,-0.0000002291,-0.0000000677,0.0000008912,0.2825856103,0.0066134572,0.5982627215
1386,-0.0000010149,0.0000003058,0.0000001374,-0.0000002209,0.0000003098,-0.0000003851,0.2806535496,0.0067645725,0.6002059675
1387,-0.0000005916,-0.0000010799,0.0000001571,-0.0000000512,0.0000006304,0.0000006755,0.2788600398,0.0069117628,0.6020594355
1388,-0.0000015649,0.0000004403,0.0000001500,-0.0000003335,0.0000016066,-0.0000012368,0.2770365569,0.0070653720,0.6039054980
1389,-0.0000001739,0.0000004085,0.0000000588,-0.0000002487,0.0000002454,-0.0000000240,0.2751434518,0.0072288814,0.6058648861
1390,0.0000004322,0.0000009789,0.0000000401,-0.0000003499,0.0000001374,-0.0000007212,0.2733462852,0.0073919220,0.6076795144
1391,0.0000021925,0.0000000254,-0.0000001853,-0.0000002108,-0.0000018879,-0.0000005346,0.2717960347,0.0075386498,0.6092476249
1392,-0.0000011418,-0.0000017989,0.0000002549,-0.0000000164,0.0000016159,0.0000016175,0.2703408165,0.0076914902,0.6106847303
1393,0.0000008053,-0.0000006205,0.0000000154,-0.0000001461,-0.0000012547,0.0000006125,0.2688943620,0.0078442868,0.6121276664
1394,-0.0000006572,-0.0000000211,0.0000001677,-0.0000003023,0.0000000726,-0.0000006795,0.2674165718,0.0080141713,0.6135820262
1395,0.0000000281,-0.0000012477,0.0000001069,-0.0000001501,-0.0000001712,0.0000003948,0.2662529760,0.0081551740,0.6147353802
1396,-0.0000003094,0.0000001385,0.0000001608,-0.0000002739,0.0000003514,-0.0000002939,0.2659066083,0.0082010624,0.6150722073
1397,-0.0000002225,-0.0000005748,0.0000000696,-0.0000002302,-0.0000001627,0.0000003965,0.2665209514,0.0081202421,0.6145147221
1398,-0.0000006961,0.0000007532,0.0000001217,-0.0000003749,0.0000007856,-0.0000005701,0.2680210885,0.0079379261,0.6129664158
1399,0.0000007143,0.0000006390,-0.0000000283,-0.0000003087,-0.0000007909,-0.0000004272,0.2705429076,0.0076596458,0.6104719401
1400,0.0000017207,0.0000001863,-0.0000001060,-0.0000003265,-0.0000007619,-0.0000003452,0.2728690302,0.0074297727,0.6081417534
1401,0.0000009755,0.0000011193,-0.0000001403,-0.0000003306,-0.0000012089,-0.0000011963,0.2758466762,0.0071696928,0.6051358251
1402,-0.0000007664,-0.0000029752,0.0000000535,0.0000000382,-0.0000001392,0.0000026535,0.2814117130,0.0067036776,0.5993854912
1403,0.0000007119,-0.0000029113,-0.0000000127,-0.0000000608,-0.0000009250,0.0000026372,0.2872366554,0.0062862635,0.5933963635
1404,-0.0000002149,-0.0000000481,0.0000000206,-0.0000001767,0.0000005164,0.0000000868,0.2924961116,0.0059861515,0.5879049837
1405,0.0000009886,-0.0000034003,0.0000000151,-0.0000001165,-0.0000003865,0.0000024346,0.2974905991,0.0057485657,0.5825254046
1406,0.0000009005,-0.0000017916,0.0000000365,-0.0000001493,-0.0000005776,0.0000014130,0.3023825096,0.0055760437,0.5772916415
1407,0.0000005490,-0.0000006391,0.0000000637,-0.0000002605,-0.0000007582,0.0000001985,0.3072560801,0.0054564664,0.5720555224
1408,0.0000000727,-0.0000002596,0.0000000690,-0.0000002661,0.0000005021,0.0000001664,0.3113606668,0.0053917277,0.5676065020
1409,-0.0000003354,0.0000008919,0.0000000228,-0.0000002184,-0.0000000737,-0.0000006472,0.3146117203,0.0053716523,0.5640492817
1410,0.0000003691,-0.0000011685,0.0000000798,-0.0000002526,0.0000000375,0.0000008147,0.3174727811,0.0053734711,0.5608335443
1411,0.0000009904,-0.0000005092,-0.0000000025,-0.0000002012,-0.0000014503,-0.0000001726,0.3197973036,0.0053894526,0.5582783125
1412,0.0000002656,-0.0000012024,0.0000000157,-0.0000002186,-0.0000007847,0.0000010892,0.3216845455,0.0054077530,0.5562101297
1413,0.0000014790,-0.0000010909,0.0000000785,-0.0000001793,-0.0000004959,0.0000000004,0.3227435328,0.0054243033,0.5550375278
1414,0.0000011180,-0.0000010997,0.0000000790,-0.0000002511,-0.0000012419,0.0000009269,0.3230429001,0.0054283659,0.5547127744
1415,-0.0000011748,-0.0000016787,0.0000001095,-0.0000002259,0.0000007090,0.0000013029,0.3227977655,0.0054238470,0.5549881330
1416,0.0000000233,-0.0000009770,0.0000000365,-0.0000001964,-0.0000000260,0.0000014115,0.3222324668,0.0054146219,0.5556625184
1417,0.0000002391,0.0000006562,0.0000000765,-0.0000003125,0.0000001169,-0.0000007854,0.3214473870,0.0054061717,0.5565411574
1418,-0.0000004983,-0.0000006829,0.0000000872,-0.0000003202,0.0000003906,0.0000008664,0.3207191277,0.0054018404,0.5572945783
1419,-0.0000008091,0.0000000278,0.0000000171,-0.0000002569,0.0000008745,-0.0000003156,0.3201326511,0.0053947902,0.5579690950
1420,-0.0000010338,0.0000006119,-0.0000000003,-0.0000002085,0.0000008715,-0.0000005859,0.3190705571,0.0053866901,0.5591679691
1421,-0.0000012965,0.0000001480,0.0000000351,-0.0000001950,0.0000005165,-0.0000004333,0.3173384559,0.0053779587,0.5610380791
1422,0.0000013958,0.0000002664,0.0000000405,-0.0000003108,-0.0000015972,-0.0000007775,0.3157785853,0.0053728148,0.5627936322
1423,-0.0000007198,0.0000002668,0.0000000451,-0.0000002693,0.0000004656,-0.0000011719,0.3148662438,0.0053739211,0.5637914587
1424,0.0000010975,-0.0000002453,0.0000000508,-0.0000002642,-0.0000007657,-0.0000000440,0.3145081181,0.0053786462,0.5641769995
1425,0.0000005139,-0.0000008243,0.0000000032,-0.0000002100,-0.0000001054,0.0000014146,0.3136539661,0.0053816962,0.5651091017
1426,-0.0000002575,-0.0000011739,0.0000000456,-0.0000001739,-0.0000004358,0.0000007522,0.3123414367,0.0053881276,0.5665539875
1427,-0.0000009527,-0.0000016799,0.0000001129,-0.0000002023,0.0000002590,0.0000013304,0.3108090950,0.0054021529,0.5682603021
1428,-0.0000002277,-0.0000001633,0.0000000872,-0.0000002548,0.0000009878,0.0000001958,0.3092333034,0.0054257346,0.5699866896
1429,0.0000000114,0.0000009648,0.0000000446,-0.0000002467,-0.0000001441,-0.0000001899,0.3077956001,0.0054447599,0.5715442823
1430,0.0000006771,0.0000001094,0.0000000017,-0.0000002936,0.0000000326,-0.0000007523,0.3063140968,0.0054759980,0.5732311178
1431,0.0000000340,-0.0000002576,0.0000000103,-0.0000002429,-0.0000002564,-0.0000007420,0.3048007891,0.0055118800,0.5748444484
1432,-0.0000015020,0.0000004181,0.0000000371,-0.0000002468,0.0000012009,-0.0000006574,0.3030572550,0.0055597371,0.5766533210
1433,-0.0000031400,-0.0000011085,0.0000001353,-0.0000001957,0.0000032076,0.0000003246,0.3011100359,0.0056209508,0.5787455076
1434,0.0000021943,-0.0000035546,0.0000000296,-0.0000000684,-0.0000025728,0.0000027454,0.3001828798,0.0056501014,0.5797956536
1435,0.0000006021,-0.0000001672,-0.0000000270,-0.0000002422,-0.0000008873,-0.0000004128,0.2997479058,0.0056686955,0.5802630796
1436,0.0000008889,-0.0000003678,0.0000000219,-0.0000002147,-0.0000010395,-0.0000000836,0.2991655047,0.0056871521,0.5808283202
1437,0.0000013468,-0.0000005369,-0.0000000755,-0.0000001968,-0.0000019617,0.0000002252,0.2988885405,0.0056931459,0.5811782085
1438,0.0000005779,-0.0000013335,-0.0000000228,-0.0000002223,-0.0000003071,0.0000001925,0.2989393977,0.0056915646,0.5811070222
1439,-0.0000006094,-0.0000053547,-0.0000000067,-0.0000000618,-0.0000001114,0.0000048505,0.2990014190,0.0056917021,0.5810062328
1440,0.0000021554,0.0000002506,-0.0000000369,-0.0000002522,-0.0000012995,-0.0000004286,0.2993267713,0.0056803707,0.5806525699
1441,0.0000006804,0.0000016185,-0.0000000107,-0.0000003197,-0.0000005444,-0.0000014979,0.2996662193,0.0056664142,0.5803120994
1442,0.0000009043,-0.0000004071,0.0000000475,-0.0000001358,-0.0000006103,0.0000014260,0.2997423300,0.0056579703,0.5801959991
1443,0.0000007911,0.0000004201,-0.0000000350,-0.0000002517,-0.0000014440,-0.0000009840,0.2995438457,0.0056680829,0.5803844793
1444,0.0000003899,-0.0000003976,0.0000000854,-0.0000002757,-0.0000005566,-0.0000004542,0.2992995612,0.0056758518,0.5806303473
1445,0.0000016379,-0.0000007794,-0.0000000036,-0.0000002069,-0.0000011494,0.0000009251,0.2986205901,0.0057071899,0.5813389479
1446,0.0000000199,0.0000001291,0.0000000591,-0.0000002027,-0.0000000647,0.0000003119,0.2974986690,0.0057498783,0.5825288042
1447,0.0000004571,-0.0000003950,0.0000000766,-0.0000001959,-0.0000007504,0.0000015647,0.2964318806,0.0057991854,0.5837328341
1448,0.0000005224,-0.0000023348,0.0000000422,-0.0000001424,-0.0000003806,0.0000025189,0.2953499152,0.0058396237,0.5848623405
1449,-0.0000004230,-0.0000001561,-0.0000000498,-0.0000001903,-0.0000003736,0.0000008110,0.2942897902,0.0058978873,0.5860332239
1450,-0.0000010342,-0.0000009976,0.0000000145,-0.0000002017,-0.0000000918,0.0000009440,0.2931527545,0.0059517071,0.5871973454
1451,-0.0000008816,-0.0000013198,0.0000001763,-0.0000000712,0.0000003371,0.0000007710,0.2917166326,0.0060233960,0.5887014626
1452,0.0000011939,-0.0000008127,-0.0000000301,-0.0000002156,-0.0000002874,0.0000005588,0.2899271546,0.0061203478,0.5905892894
1453,-0.0000006154,0.0000004687,0.0000002077,-0.0000003444,0.0000014975,-0.0000006427,0.2877401829,0.0062541816,0.5928606135
1454,-0.0000001509,-0.0000011148,0.0000000787,-0.0000001422,0.0000002042,0.0000013903,0.2851765016,0.0064256411,0.5955521685
1455,0.0000007087,0.0000002221,-0.0000000083,-0.0000001400,-0.0000007590,0.0000005644,0.2823576405,0.0066323638,0.5984134619
1456,0.0000000467,0.0000006291,0.0000001060,-0.0000002723,-0.0000002312,0.0000000882,0.2789902332,0.0068965876,0.6018558756
1457,0.0000018206,0.0000011936,-0.0000001692,-0.0000003769,-0.0000014295,-0.0000007479,0.2750362616,0.0072449567,0.6059418093
1458,0.0000005146,-0.0000001244,-0.0000000532,-0.0000002392,-0.0000005668,-0.0000001159,0.2705922083,0.0076670022,0.6103901175
1459,-0.0000001728,-0.0000006930,0.0000000199,-0.0000001148,0.0000000359,0.0000002922,0.2659717050,0.0081923310,0.6149630313
1460,0.0000002789,-0.0000002769,-0.0000000397,-0.0000002228,-0.0000009102,0.0000003955,0.2613778368,0.0087346913,0.6194109895
1461,-0.0000003900,-0.0000000684,0.0000000948,-0.0000002205,-0.0000006548,-0.0000002025,0.2571764990,0.0092988833,0.6235534486
1462,0.0000014782,-0.0000007274,-0.0000001484,-0.0000001603,-0.0000012460,0.0000002372,0.2534412835,0.0098515375,0.6271351540
1463,0.0000008804,-0.0000009120,-0.0000000176,-0.0000001108,-0.0000004699,0.0000002976,0.2503718683,0.0103219715,0.6300640404
1464,0.0000007431,-0.0000012831,-0.0000000729,-0.0000000517,-0.0000003289,0.0000007027,0.2475695096,0.0107718925,0.6326677359
1465,-0.0000004684,-0.0000008319,0.0000001948,-0.0000001364,0.0000002595,0.0000001529,0.2448571450,0.0112310450,0.6352120002
1466,-0.0000000089,-0.0000003303,0.0000000456,-0.0000002035,0.0000001413,0.0000003793,0.2424606062,0.0116460904,0.6374089884
1467,-0.0000005164,-0.0000012524,0.0000002005,-0.0000000590,0.0000012852,0.0000000973,0.2407651665,0.0119611964,0.6389666187
1468,-0.0000007143,0.0000011085,0.0000001746,-0.0000005197,0.0000006360,-0.0000011730,0.2399650846,0.0121084492,0.6396981795
1469,0.0000012523,0.0000000691,-0.0000001891,-0.0000002542,-0.0000005831,0.0000001822,0.2398576007,0.0121234495,0.6397870514
1470,0.0000003051,0.0000009094,-0.0000000599,-0.0000003562,-0.0000005449,-0.0000007719,0.2400746501,0.0120846112,0.6395960652
1471,-0.0000003487,-0.0000009263,0.0000001297,-0.0000000515,0.0000003373,0.0000011340,0.2401873098,0.0120563982,0.6394818397
1472,0.0000021321,-0.0000019284,-0.0000004020,0.0000000880,-0.0000025998,0.0000024243,0.2402521127,0.0120581982,0.6394456747
1473,0.0000026091,-0.0000001286,-0.0000003461,-0.0000002391,-0.0000013537,-0.0000004531,0.2405764898,0.0120033472,0.6391446126
1474,-0.0000000710,-0.0000000648,0.0000001019,-0.0000002393,-0.0000001110,-0.0000000008,0.2413234454,0.0118652821,0.6384620904
1475,-0.0000006905,-0.0000002851,0.0000002419,-0.0000001453,0.0000001754,0.0000010981,0.2423724562,0.0116669595,0.6374797560
1476,-0.0000003346,-0.0000012253,0.0000001974,0.0000000319,0.0000011134,0.0000013199,0.2437766797,0.0114185423,0.6362730764
1477,-0.0000021419,-0.0000003007,0.0000004684,-0.0000002810,0.0000022264,-0.0000000942,0.2455436170,0.0111122677,0.6346611330
1478,0.0000001929,-0.0000005065,0.0000000331,-0.0000002496,-0.0000003872,0.0000005720,0.2473627617,0.0108075619,0.6329107979
1479,-0.0000006198,0.0000008558,0.0000001136,-0.0000004212,0.0000001308,-0.0000003664,0.2491357123,0.0105189940,0.6312725698
1480,0.0000014282,-0.0000008084,-0.0000002590,-0.0000001473,-0.0000007907,-0.0000004172,0.2507796822,0.0102588328,0.6296880048
1481,0.0000000471,-0.0000019228,-0.0000000502,0.0000000445,-0.0000004074,0.0000005932,0.2524102252,0.0100005716,0.6281017713
1482,0.0000000824,-0.0000012527,0.0000000104,-0.0000001091,-0.0000003609,0.0000002883,0.2542194685,0.0097296414,0.6264168856
1483,-0.0000003987,-0.0000004581,0.0000000317,-0.0000002530,0.0000000104,-0.0000003122,0.2563025255,0.0094147167,0.6243899920
1484,0.0000010714,-0.0000005490,-0.0000000517,-0.0000001472,-0.0000011711,-0.0000005370,0.2583536905,0.0091229487,0.6223764471
1485,-0.0000000339,-0.0000000572,-0.0000000019,-0.0000003216,0.0000002791,-0.0000002975,0.2601942444,0.0088773377,0.6205478952
1486,0.0000011698,-0.0000034837,-0.0000000246,0.0000003001,-0.0000007981,0.0000038562,0.2620792797,0.0086487271,0.6187429221
1487,0.0000004279,-0.0000009104,0.0000000089,-0.0000001396,-0.0000000048,0.0000005305,0.2637272127,0.0084599798,0.6171861605
1488,-0.0000005931,-0.0000016728,0.0000001230,-0.0000000574,0.0000007414,0.0000009182,0.2650655394,0.0082996392,0.6158721171
1489,-0.0000011823,-0.0000004996,0.0000001939,-0.0000002056,0.0000002937,0.0000000978,0.2663623165,0.0081431175,0.6146161614
1490,-0.0000016247,-0.0000011908,0.0000003312,-0.0000000871,0.0000018283,0.0000014314,0.2675390766,0.0080041461,0.6134678507
1491,-0.0000018220,0.0000019293,0.0000001947,-0.0000005310,0.0000019307,-0.0000018711,0.2687052540,0.0078682560,0.6123632041
1492,-0.0000005527,-0.0000010368,0.0000001269,-0.0000000916,0.0000007175,0.0000009874,0.2694536848,0.0077790856,0.6116223069
1493,0.0000003885,-0.0000011150,-0.0000000326,-0.0000001720,-0.0000005066,-0.0000001294,0.2697097585,0.0077479288,0.6112898230
1494,-0.0000002317,0.0000011243,0.0000000629,-0.0000003183,-0.0000006151,-0.0000001248,0.2700041876,0.0077152594,0.6109991410
1495,0.0000000854,0.0000011147,-0.0000000608,-0.0000004310,-0.0000003791,-0.0000018681,0.2698950910,0.0077253346,0.6110738957
1496,0.0000001914,-0.0000005335,0.0000000324,-0.0000001812,-0.0000008502,-0.0000004561,0.2691073483,0.0078172676,0.6118314224
1497,0.0000008611,-0.0000016838,-0.0000000847,-0.0000001193,-0.0000007925,0.0000006334,0.2678351247,0.0079649641,0.6131007205
1498,0.0000015627,-0.0000014638,-0.0000001524,-0.0000001612,-0.0000012021,-0.0000001787,0.2667803256,0.0080845477,0.6141383116
1499,0.0000009456,-0.0000004345,-0.0000001354,-0.0000001323,-0.0000014667,0.0000002917,0.2662686345,0.0081518489,0.6146651563
1500,-0.0000004727,-0.0000010668,0.0000001037,-0.0000001682,0.0000000595,0.0000003733,0.2659809751,0.0081861871,0.6149321220
1501,0.0000011644,-0.0000009059,-0.0000000221,-0.0000000779,0.0000001447,0.0000003979,0.2657332025,0.0082132126,0.6151622854
1502,0.0000016133,-0.0000009832,-0.0000001339,-0.0000001367,-0.0000010523,0.0000002432,0.2653107678,0.0082630073,0.6155768669
1503,-0.0000003755,-0.0000006397,0.0000001412,-0.0000001220,0.0000005223,0.0000014692,0.2643751418,0.0083791658,0.6164982014
1504,-0.0000011486,-0.0000009924,0.0000002077,-0.0000001550,0.0000004686,0.0000005239,0.2637630052,0.0084496983,0.6171181864
1505,-0.0000002049,-0.0000003988,0.0000001119,-0.0000001770,-0.0000003729,0.0000007559,0.2628767487,0.0085551754,0.6179487242
1506,-0.0000010351,-0.0000008125,0.0000002352,-0.0000002492,0.0000002536,-0.0000001979,0.2620108013,0.0086513522,0.6187862926
1507,0.0000002980,0.0000011386,0.0000000102,-0.0000003285,0.0000003821,0.0000002574,0.2612453868,0.0087448852,0.6195722663
1508,-0.0000008113,0.0000019933,0.0000001460,-0.0000004595,-0.0000003309,-0.0000017543,0.2603438218,0.0088548248,0.6204857892
1509,-0.0000004357,0.0000000239,-0.0000000414,-0.0000002848,-0.0000014316,-0.0000000662,0.2592622752,0.0089992213,0.6215560207
1510,-0.0000001217,-0.0000003455,-0.0000000076,-0.0000002499,-0.0000003123,0.0000006038,0.2581308027,0.0091540055,0.6226607235
1511,0.0000012056,0.0000009344,-0.0000000620,-0.0000003076,0.0000000811,0.0000001455,0.2568958719,0.0093333277,0.6238513610
1512,-0.0000001938,0.0000019349,-0.0000000281,-0.0000004422,-0.0000011366,0.0000000599,0.2553799513,0.0095511130,0.6253389237
1513,-0.0000011110,-0.0000017742,0.0000001529,0.0000000438,0.0000004806,0.0000006010,0.2536866932,0.0098035554,0.6269783579
1514,-0.0000026443,-0.0000009030,0.0000004406,-0.0000000033,0.0000022912,0.0000006650,0.2520608633,0.0100444224,0.6285285952
1515,0.0000003354,0.0000002233,-0.0000001108,-0.0000003139,-0.0000016998,-0.0000008886,0.2505707464,0.0102846395,0.6299984598
1516,0.0000002654,0.0000009271,0.0000000389,-0.0000003023,0.0000004790,0.0000005459,0.2490119323,0.0105374256,0.6314870348
1517,0.0000012855,-0.0000009748,-0.0000002066,-0.0000000485,-0.0000021120,0.0000023980,0.2473209495,0.0108161059,0.6331077835
1518,-0.0000000265,-0.0000017028,-0.0000000081,0.0000001025,-0.0000010797,0.0000019092,0.2453949147,0.0111361244,0.6349397600
1519,-0.0000010568,0.0000000556,0.0000002275,-0.0000002191,0.0000007126,0.0000005732,0.2428490236,0.0115790329,0.6372896135
1520,-0.0000002116,-0.0000011571,0.0000000958,-0.0000001037,0.0000001920,-0.0000001235,0.2404969536,0.0120157037,0.6394403253
1521,-0.0000017048,-0.0000020762,0.0000002856,0.0000000115,-0.0000007437,0.0000001551,0.2385137545,0.0123633790,0.6413019737
1522,-0.0000001919,-0.0000005054,0.0000000939,-0.0000001075,0.0000003482,0.0000002024,0.2368991387,0.0126642723,0.6428094655
1523,0.0000006529,-0.0000003055,-0.0000001323,-0.0000002680,-0.0000012109,-0.0000010401,0.2355102737,0.0129556341,0.6440519164
1524,-0.0000003535,-0.0000003390,0.0000000905,-0.0000002439,-0.0000001477,-0.0000019361,0.2342154594,0.0132272455,0.6452405980
1525,0.0000002459,-0.0000005502,0.0000000607,-0.0000000386,0.0000000602,0.0000005807,0.2331669987,0.0134357932,0.6461470779
1526,0.0000006792,0.0000002894,-0.0000001089,-0.0000003467,0.0000010180,-0.0000007668,0.2326607646,0.0135407827,0.6466219030
