i,X1,Y1,X2,Y2,X3,Y3,DC D1 con scaled (V),DC D2 con scaled,DC D3 con scaled,Norm D1X,Norm D1Y,Norm D2X,Norm D2Y,Norm D3X,Norm D3Y,Norm DC1 (V),Norm DC2 (V),Norm DC3 (V),Normalised phase (rad),Ernest new,Ernest new phase (rad),Proj Ernest new, 
1504,-2.73E-07,1.23E-06,7.42E-07,-3.04E-06,-4.69E-07,1.81E-06,9.54E-01,5.02E-01,7.55E-02,-8.46E-08,3.82E-07,2.22E-07,-9.09E-07,-1.38E-07,5.34E-07,1.33E+00,-2.14E-02,-1.30E+00,5.10E-01,9.38E-07,-1.33E+00,-8.28E-07,
1505,-2.68E-07,7.76E-07,6.95E-07,-1.97E-06,-4.26E-07,1.19E-06,9.50E-01,5.10E-01,7.12E-02,-8.32E-08,2.40E-07,2.08E-07,-5.88E-07,-1.26E-07,3.52E-07,1.31E+00,2.03E-03,-1.32E+00,5.25E-01,6.25E-07,-1.23E+00,-5.78E-07,
1506,9.30E-08,8.15E-07,3.96E-08,-1.91E-06,-1.33E-07,1.09E-06,9.46E-01,5.19E-01,6.65E-02,2.88E-08,2.53E-07,1.18E-08,-5.70E-07,-3.91E-08,3.22E-07,1.30E+00,2.91E-02,-1.33E+00,5.43E-01,5.71E-07,-1.55E+00,-4.33E-07,
1507,-2.42E-08,-2.75E-07,3.20E-07,4.27E-07,-2.96E-07,-1.52E-07,9.41E-01,5.28E-01,6.18E-02,-7.51E-09,-8.52E-08,9.57E-08,1.28E-07,-8.73E-08,-4.49E-08,1.29E+00,5.68E-02,-1.34E+00,5.61E-01,1.60E-07,9.34E-01,3.26E-08,
1508,-1.53E-06,-1.21E-07,3.35E-06,1.13E-07,-1.82E-06,8.14E-09,9.37E-01,5.36E-01,5.80E-02,-4.73E-07,-3.75E-08,1.00E-06,3.37E-08,-5.37E-07,2.40E-09,1.27E+00,7.98E-02,-1.35E+00,5.76E-01,1.00E-06,3.42E-02,-6.44E-07,
1509,-1.60E-06,1.19E-06,3.64E-06,-2.51E-06,-2.04E-06,1.32E-06,9.35E-01,5.40E-01,5.60E-02,-4.95E-07,3.68E-07,1.09E-06,-7.49E-07,-6.00E-07,3.88E-07,1.27E+00,9.21E-02,-1.36E+00,5.84E-01,1.32E-06,-6.04E-01,-1.29E-06,
1510,-4.38E-07,1.76E-06,1.29E-06,-3.65E-06,-8.50E-07,1.89E-06,9.36E-01,5.39E-01,5.63E-02,-1.36E-07,5.45E-07,3.85E-07,-1.09E-06,-2.51E-07,5.58E-07,1.27E+00,9.01E-02,-1.36E+00,5.83E-01,1.16E-06,-1.23E+00,-1.07E-06,
1511,-1.91E-07,1.34E-06,6.32E-07,-2.86E-06,-4.41E-07,1.52E-06,9.38E-01,5.34E-01,5.87E-02,-5.92E-08,4.15E-07,1.89E-07,-8.55E-07,-1.30E-07,4.49E-07,1.28E+00,7.55E-02,-1.35E+00,5.73E-01,8.79E-07,-1.35E+00,-7.66E-07,
1512,-4.91E-07,1.23E-06,9.95E-07,-2.57E-06,-5.04E-07,1.34E-06,9.42E-01,5.27E-01,6.23E-02,-1.52E-07,3.80E-07,2.97E-07,-7.68E-07,-1.48E-07,3.96E-07,1.29E+00,5.37E-02,-1.34E+00,5.59E-01,8.27E-07,-1.20E+00,-7.74E-07,
1513,-4.88E-07,1.51E-06,1.04E-06,-2.96E-06,-5.55E-07,1.45E-06,9.46E-01,5.19E-01,6.66E-02,-1.51E-07,4.67E-07,3.12E-07,-8.84E-07,-1.64E-07,4.27E-07,1.30E+00,2.88E-02,-1.33E+00,5.43E-01,9.41E-07,-1.23E+00,-8.70E-07,
1514,1.64E-07,2.06E-06,-2.77E-07,-4.13E-06,1.14E-07,2.07E-06,9.50E-01,5.10E-01,7.12E-02,5.07E-08,6.38E-07,-8.29E-08,-1.23E-06,3.36E-08,6.10E-07,1.31E+00,2.52E-03,-1.32E+00,5.25E-01,1.24E-06,-1.64E+00,-8.68E-07,
1515,8.55E-07,1.47E-06,-1.98E-06,-2.95E-06,1.12E-06,1.47E-06,9.54E-01,5.01E-01,7.61E-02,2.65E-07,4.56E-07,-5.90E-07,-8.80E-07,3.30E-07,4.35E-07,1.33E+00,-2.46E-02,-1.30E+00,5.07E-01,1.06E-06,-2.16E+00,-2.65E-07,
1516,-3.00E-07,4.36E-07,3.86E-07,-6.40E-07,-8.62E-08,2.04E-07,9.58E-01,4.92E-01,8.11E-02,-9.28E-08,1.35E-07,1.15E-07,-1.91E-07,-2.54E-08,6.02E-08,1.34E+00,-5.20E-02,-1.29E+00,4.89E-01,2.26E-07,-1.03E+00,-2.22E-07,
1517,-1.43E-06,1.56E-06,2.92E-06,-2.93E-06,-1.49E-06,1.37E-06,9.62E-01,4.83E-01,8.58E-02,-4.42E-07,4.84E-07,8.73E-07,-8.75E-07,-4.40E-07,4.03E-07,1.35E+00,-7.69E-02,-1.27E+00,4.73E-01,1.25E-06,-7.87E-01,-1.24E-06,
1518,-2.47E-07,1.78E-06,8.01E-07,-3.49E-06,-5.54E-07,1.71E-06,9.64E-01,4.77E-01,8.97E-02,-7.65E-08,5.53E-07,2.39E-07,-1.04E-06,-1.63E-07,5.03E-07,1.36E+00,-9.67E-02,-1.26E+00,4.60E-01,1.08E-06,-1.35E+00,-9.45E-07,
1519,-3.28E-07,1.37E-06,8.92E-07,-3.07E-06,-5.64E-07,1.70E-06,9.66E-01,4.73E-01,9.18E-02,-1.01E-07,4.25E-07,2.66E-07,-9.17E-07,-1.66E-07,5.00E-07,1.37E+00,-1.07E-01,-1.26E+00,4.53E-01,9.62E-07,-1.29E+00,-8.67E-07,
1520,-6.74E-07,1.42E-06,1.35E-06,-3.42E-06,-6.77E-07,2.00E-06,9.66E-01,4.73E-01,9.18E-02,-2.09E-07,4.40E-07,4.04E-07,-1.02E-06,-2.00E-07,5.89E-07,1.37E+00,-1.07E-01,-1.26E+00,4.53E-01,1.11E-06,-1.19E+00,-1.04E-06,
1521,-3.78E-07,1.67E-06,5.77E-07,-3.70E-06,-1.99E-07,2.04E-06,9.64E-01,4.77E-01,8.98E-02,-1.17E-07,5.16E-07,1.72E-07,-1.11E-06,-5.86E-08,6.00E-07,1.36E+00,-9.71E-02,-1.26E+00,4.60E-01,1.13E-06,-1.42E+00,-9.47E-07,
1522,2.49E-07,1.33E-06,-4.71E-07,-2.97E-06,2.22E-07,1.65E-06,9.62E-01,4.83E-01,8.63E-02,7.70E-08,4.11E-07,-1.41E-07,-8.88E-07,6.55E-08,4.85E-07,1.35E+00,-7.92E-02,-1.27E+00,4.71E-01,9.04E-07,-1.73E+00,-5.71E-07,
1523,9.93E-08,6.23E-07,-2.50E-07,-1.62E-06,1.50E-07,9.98E-07,9.59E-01,4.90E-01,8.19E-02,3.08E-08,1.93E-07,-7.46E-08,-4.84E-07,4.43E-08,2.94E-07,1.34E+00,-5.62E-02,-1.29E+00,4.87E-01,4.92E-07,-1.72E+00,-3.12E-07,
1524,-8.31E-07,2.98E-07,1.81E-06,-9.50E-07,-9.80E-07,6.52E-07,9.55E-01,5.00E-01,7.67E-02,-2.57E-07,9.23E-08,5.41E-07,-2.84E-07,-2.89E-07,1.92E-07,1.33E+00,-2.83E-02,-1.30E+00,5.05E-01,6.13E-07,-4.82E-01,-5.74E-07,
1525,-1.42E-06,1.15E-06,3.25E-06,-2.71E-06,-1.83E-06,1.56E-06,9.50E-01,5.11E-01,7.08E-02,-4.39E-07,3.55E-07,9.71E-07,-8.08E-07,-5.40E-07,4.59E-07,1.31E+00,4.45E-03,-1.32E+00,5.27E-01,1.27E-06,-6.94E-01,-1.25E-06,
1526,-4.77E-07,2.01E-06,1.32E-06,-4.67E-06,-8.45E-07,2.66E-06,9.44E-01,5.23E-01,6.43E-02,-1.48E-07,6.24E-07,3.95E-07,-1.40E-06,-2.49E-07,7.84E-07,1.29E+00,4.21E-02,-1.34E+00,5.51E-01,1.45E-06,-1.30E+00,-1.31E-06,
1527,8.67E-07,1.97E-06,-1.58E-06,-4.52E-06,7.16E-07,2.55E-06,9.37E-01,5.37E-01,5.74E-02,2.69E-07,6.11E-07,-4.73E-07,-1.35E-06,2.11E-07,7.51E-07,1.27E+00,8.37E-02,-1.36E+00,5.79E-01,1.44E-06,-1.91E+00,-6.93E-07,
1528,1.23E-06,1.25E-06,-2.36E-06,-2.99E-06,1.14E-06,1.74E-06,9.29E-01,5.51E-01,5.06E-02,3.80E-07,3.89E-07,-7.06E-07,-8.94E-07,3.35E-07,5.12E-07,1.25E+00,1.26E-01,-1.37E+00,6.07E-01,1.14E-06,-2.24E+00,-1.95E-07,
1529,4.32E-07,-2.31E-07,-9.78E-07,1.28E-07,5.46E-07,1.03E-07,9.22E-01,5.65E-01,4.45E-02,1.34E-07,-7.16E-08,-2.92E-07,3.83E-08,1.61E-07,3.04E-08,1.22E+00,1.67E-01,-1.39E+00,6.34E-01,2.97E-07,3.01E+00,2.26E-07,
1530,-1.31E-06,4.00E-07,2.38E-06,-6.03E-07,-1.07E-06,2.03E-07,9.15E-01,5.77E-01,3.92E-02,-4.05E-07,1.24E-07,7.11E-07,-1.80E-07,-3.16E-07,5.98E-08,1.20E+00,2.04E-01,-1.41E+00,6.58E-01,7.41E-07,-2.49E-01,-6.15E-07,
1531,-1.09E-06,1.79E-06,2.41E-06,-3.13E-06,-1.32E-06,1.34E-06,9.09E-01,5.87E-01,3.49E-02,-3.38E-07,5.55E-07,7.21E-07,-9.34E-07,-3.90E-07,3.94E-07,1.18E+00,2.35E-01,-1.42E+00,6.79E-01,1.19E-06,-9.15E-01,-1.19E-06,
1532,-7.67E-09,2.27E-06,3.84E-07,-4.33E-06,-3.76E-07,2.06E-06,9.04E-01,5.96E-01,3.17E-02,-2.38E-09,7.04E-07,1.15E-07,-1.29E-06,-1.11E-07,6.06E-07,1.17E+00,2.60E-01,-1.43E+00,6.96E-01,1.32E-06,-1.48E+00,-1.06E-06,
1533,3.67E-07,1.27E-06,-5.77E-07,-2.74E-06,2.10E-07,1.47E-06,9.00E-01,6.01E-01,2.97E-02,1.14E-07,3.94E-07,-1.73E-07,-8.20E-07,6.19E-08,4.34E-07,1.16E+00,2.76E-01,-1.43E+00,7.06E-01,8.51E-07,-1.78E+00,-5.04E-07,
1534,-1.65E-07,7.99E-07,-5.33E-08,-1.56E-06,2.18E-07,7.59E-07,8.99E-01,6.02E-01,2.92E-02,-5.11E-08,2.47E-07,-1.59E-08,-4.65E-07,6.43E-08,2.24E-07,1.15E+00,2.80E-01,-1.43E+00,7.09E-01,4.73E-07,-1.60E+00,-3.43E-07,
1535,-6.30E-07,1.55E-06,8.52E-07,-2.51E-06,-2.22E-07,9.65E-07,9.01E-01,6.00E-01,3.00E-02,-1.95E-07,4.79E-07,2.55E-07,-7.50E-07,-6.54E-08,2.84E-07,1.16E+00,2.73E-01,-1.43E+00,7.04E-01,8.07E-07,-1.24E+00,-7.43E-07,
1536,3.56E-08,1.50E-06,-3.42E-09,-2.34E-06,-3.21E-08,8.39E-07,9.04E-01,5.94E-01,3.23E-02,1.10E-08,4.63E-07,-1.02E-09,-6.98E-07,-9.47E-09,2.47E-07,1.17E+00,2.56E-01,-1.42E+00,6.93E-01,7.10E-07,-1.57E+00,-5.28E-07,
1537,-4.63E-07,7.95E-07,8.97E-07,-1.23E-06,-4.34E-07,4.33E-07,9.10E-01,5.85E-01,3.57E-02,-1.44E-07,2.46E-07,2.68E-07,-3.67E-07,-1.28E-07,1.28E-07,1.19E+00,2.29E-01,-1.42E+00,6.75E-01,4.61E-07,-9.41E-01,-4.58E-07,
1538,-1.37E-06,7.81E-07,2.37E-06,-1.24E-06,-1.01E-06,4.55E-07,9.16E-01,5.75E-01,4.02E-02,-4.23E-07,2.42E-07,7.09E-07,-3.69E-07,-2.96E-07,1.34E-07,1.21E+00,1.97E-01,-1.40E+00,6.54E-01,8.08E-07,-4.81E-01,-7.56E-07,
1539,-1.16E-06,1.99E-06,2.11E-06,-3.26E-06,-9.54E-07,1.27E-06,9.23E-01,5.63E-01,4.52E-02,-3.58E-07,6.16E-07,6.31E-07,-9.73E-07,-2.81E-07,3.74E-07,1.23E+00,1.62E-01,-1.39E+00,6.30E-01,1.17E-06,-9.97E-01,-1.16E-06,
1540,-1.82E-07,1.97E-06,5.58E-07,-3.42E-06,-3.76E-07,1.44E-06,9.29E-01,5.51E-01,5.07E-02,-5.63E-08,6.11E-07,1.67E-07,-1.02E-06,-1.11E-07,4.25E-07,1.25E+00,1.26E-01,-1.37E+00,6.06E-01,1.04E-06,-1.41E+00,-8.78E-07,
1541,1.56E-07,1.19E-06,-2.38E-07,-2.31E-06,8.18E-08,1.11E-06,9.36E-01,5.38E-01,5.69E-02,4.83E-08,3.70E-07,-7.11E-08,-6.90E-07,2.41E-08,3.28E-07,1.27E+00,8.65E-02,-1.36E+00,5.81E-01,6.97E-07,-1.67E+00,-4.69E-07,
1542,-4.08E-07,1.15E-06,5.11E-07,-2.27E-06,-1.03E-07,1.12E-06,9.43E-01,5.24E-01,6.39E-02,-1.26E-07,3.57E-07,1.53E-07,-6.79E-07,-3.05E-08,3.30E-07,1.29E+00,4.40E-02,-1.34E+00,5.53E-01,6.99E-07,-1.35E+00,-6.11E-07,
1543,3.08E-08,1.62E-06,-2.96E-07,-2.75E-06,2.65E-07,1.13E-06,9.50E-01,5.09E-01,7.18E-02,9.56E-09,5.02E-07,-8.85E-08,-8.21E-07,7.82E-08,3.32E-07,1.32E+00,-1.43E-03,-1.31E+00,5.23E-01,8.31E-07,-1.68E+00,-5.58E-07,
1544,1.80E-07,1.15E-06,-8.93E-08,-1.75E-06,-9.07E-08,5.98E-07,9.57E-01,4.93E-01,8.04E-02,5.58E-08,3.56E-07,-2.67E-08,-5.22E-07,-2.67E-08,1.76E-07,1.34E+00,-4.81E-02,-1.29E+00,4.92E-01,5.28E-07,-1.62E+00,-3.74E-07,
1545,1.03E-07,2.50E-07,3.14E-07,-4.90E-07,-4.18E-07,2.40E-07,9.64E-01,4.78E-01,8.92E-02,3.20E-08,7.75E-08,9.39E-08,-1.46E-07,-1.23E-07,7.07E-08,1.36E+00,-9.43E-02,-1.27E+00,4.61E-01,1.74E-07,-1.01E+00,-1.72E-07,
1546,-1.15E-06,5.34E-07,2.51E-06,-1.37E-06,-1.37E-06,8.35E-07,9.70E-01,4.63E-01,9.82E-02,-3.55E-07,1.65E-07,7.51E-07,-4.09E-07,-4.03E-07,2.46E-07,1.38E+00,-1.39E-01,-1.24E+00,4.32E-01,8.64E-07,-4.98E-01,-8.13E-07,
1547,-4.82E-07,1.56E-06,7.98E-07,-3.61E-06,-3.16E-07,2.05E-06,9.75E-01,4.48E-01,1.07E-01,-1.49E-07,4.83E-07,2.38E-07,-1.08E-06,-9.30E-08,6.05E-07,1.40E+00,-1.82E-01,-1.21E+00,4.04E-01,1.12E-06,-1.35E+00,-9.78E-07,
1548,3.71E-07,1.38E-06,-1.00E-06,-2.74E-06,6.30E-07,1.36E-06,9.80E-01,4.34E-01,1.16E-01,1.15E-07,4.27E-07,-2.99E-07,-8.19E-07,1.86E-07,4.02E-07,1.41E+00,-2.24E-01,-1.19E+00,3.76E-01,8.89E-07,-1.92E+00,-4.20E-07,
1549,3.63E-07,8.41E-07,-3.47E-07,-1.52E-06,-1.53E-08,6.83E-07,9.84E-01,4.21E-01,1.25E-01,1.12E-07,2.61E-07,-1.04E-07,-4.55E-07,-4.51E-09,2.01E-07,1.43E+00,-2.64E-01,-1.16E+00,3.49E-01,4.80E-07,-1.80E+00,-2.77E-07,
1550,1.92E-07,2.18E-07,5.24E-07,-8.05E-07,-7.16E-07,5.88E-07,9.88E-01,4.08E-01,1.34E-01,5.95E-08,6.75E-08,1.57E-07,-2.41E-07,-2.11E-07,1.73E-07,1.44E+00,-3.03E-01,-1.14E+00,3.23E-01,2.93E-07,-1.00E+00,-2.89E-07,
1551,-6.01E-07,3.80E-07,1.94E-06,-1.81E-06,-1.34E-06,1.43E-06,9.91E-01,3.95E-01,1.43E-01,-1.86E-07,1.18E-07,5.79E-07,-5.40E-07,-3.95E-07,4.21E-07,1.45E+00,-3.41E-01,-1.11E+00,2.97E-01,8.17E-07,-7.49E-01,-8.14E-07,
1552,-2.66E-07,5.88E-07,3.86E-07,-2.45E-06,-1.20E-07,1.86E-06,9.94E-01,3.82E-01,1.53E-01,-8.23E-08,1.82E-07,1.15E-07,-7.33E-07,-3.54E-08,5.49E-07,1.46E+00,-3.80E-01,-1.08E+00,2.71E-01,7.70E-07,-1.41E+00,-6.48E-07,
1553,-3.98E-07,9.10E-07,3.69E-07,-2.57E-06,2.89E-08,1.66E-06,9.98E-01,3.68E-01,1.63E-01,-1.23E-07,2.82E-07,1.10E-07,-7.67E-07,8.52E-09,4.89E-07,1.47E+00,-4.20E-01,-1.05E+00,2.43E-01,8.14E-07,-1.43E+00,-6.79E-07,
1554,2.60E-07,1.24E-06,-8.20E-07,-2.98E-06,5.60E-07,1.75E-06,1.00E+00,3.54E-01,1.74E-01,8.06E-08,3.83E-07,-2.45E-07,-8.91E-07,1.65E-07,5.15E-07,1.48E+00,-4.63E-01,-1.02E+00,2.14E-01,9.82E-07,-1.84E+00,-5.33E-07,
1555,4.24E-07,8.37E-07,-4.04E-07,-1.97E-06,-1.99E-08,1.13E-06,1.00E+00,3.41E-01,1.85E-01,1.31E-07,2.59E-07,-1.21E-07,-5.88E-07,-5.87E-09,3.33E-07,1.49E+00,-5.02E-01,-9.89E-01,1.86E-01,6.45E-07,-1.78E+00,-3.83E-07,
1556,4.25E-07,6.10E-07,-6.84E-08,-2.59E-06,-3.57E-07,1.98E-06,1.00E+00,3.28E-01,1.96E-01,1.32E-07,1.89E-07,-2.04E-08,-7.73E-07,-1.05E-07,5.82E-07,1.50E+00,-5.40E-01,-9.58E-01,1.60E-01,8.35E-07,-1.60E+00,-6.05E-07,
1557,5.34E-08,3.61E-07,-4.69E-07,-2.40E-06,4.15E-07,2.03E-06,1.01E+00,3.16E-01,2.06E-01,1.65E-08,1.12E-07,-1.40E-07,-7.16E-07,1.22E-07,6.00E-07,1.50E+00,-5.77E-01,-9.27E-01,1.33E-01,7.95E-07,-1.76E+00,-4.80E-07,
1558,-1.16E-07,8.40E-07,-2.93E-07,-3.67E-06,4.10E-07,2.83E-06,1.01E+00,3.03E-01,2.18E-01,-3.61E-08,2.60E-07,-8.76E-08,-1.10E-06,1.21E-07,8.36E-07,1.51E+00,-6.17E-01,-8.93E-01,1.05E-01,1.22E-06,-1.65E+00,-8.42E-07,
1559,3.37E-07,9.49E-07,-1.43E-06,-3.42E-06,1.09E-06,2.47E-06,1.01E+00,2.89E-01,2.30E-01,1.04E-07,2.94E-07,-4.27E-07,-1.02E-06,3.22E-07,7.29E-07,1.51E+00,-6.56E-01,-8.57E-01,7.64E-02,1.24E-06,-1.97E+00,-5.37E-07,
1560,5.49E-07,6.73E-07,-1.07E-06,-2.06E-06,5.16E-07,1.39E-06,1.01E+00,2.77E-01,2.42E-01,1.70E-07,2.09E-07,-3.18E-07,-6.16E-07,1.52E-07,4.10E-07,1.52E+00,-6.94E-01,-8.22E-01,4.86E-02,7.93E-07,-2.05E+00,-2.81E-07,
1561,4.00E-07,2.72E-07,9.82E-08,-1.84E-06,-4.98E-07,1.57E-06,1.01E+00,2.66E-01,2.53E-01,1.24E-07,8.43E-08,2.93E-08,-5.50E-07,-1.47E-07,4.63E-07,1.52E+00,-7.27E-01,-7.90E-01,2.43E-02,6.35E-07,-1.52E+00,-4.93E-07,
1562,-8.11E-08,1.57E-07,9.26E-07,-2.33E-06,-8.45E-07,2.17E-06,1.01E+00,2.57E-01,2.61E-01,-2.51E-08,4.87E-08,2.77E-07,-6.97E-07,-2.49E-07,6.41E-07,1.52E+00,-7.51E-01,-7.66E-01,5.58E-03,8.72E-07,-1.19E+00,-8.19E-07,
1563,-1.33E-07,3.81E-07,1.83E-08,-2.95E-06,1.14E-07,2.57E-06,1.01E+00,2.52E-01,2.67E-01,-4.11E-08,1.18E-07,5.47E-09,-8.81E-07,3.37E-08,7.57E-07,1.52E+00,-7.68E-01,-7.49E-01,-7.19E-03,8.89E-07,-1.62E+00,-6.35E-07,
1564,6.27E-09,4.96E-07,1.19E-07,-1.96E-06,-1.26E-07,1.46E-06,1.01E+00,2.49E-01,2.70E-01,1.94E-09,1.54E-07,3.57E-08,-5.85E-07,-3.70E-08,4.31E-07,1.52E+00,-7.77E-01,-7.41E-01,-1.38E-02,5.04E-07,-1.48E+00,-4.03E-07,
1565,3.02E-07,4.99E-07,1.16E-06,-2.61E-06,-1.47E-06,2.11E-06,1.01E+00,2.49E-01,2.70E-01,9.36E-08,1.54E-07,3.48E-07,-7.79E-07,-4.32E-07,6.22E-07,1.52E+00,-7.77E-01,-7.40E-01,-1.40E-02,8.86E-07,-9.59E-01,-8.80E-07,
1566,3.12E-07,1.28E-07,5.99E-07,-2.03E-06,-9.10E-07,1.90E-06,1.01E+00,2.51E-01,2.67E-01,9.65E-08,3.97E-08,1.79E-07,-6.06E-07,-2.68E-07,5.60E-07,1.52E+00,-7.69E-01,-7.48E-01,-7.83E-03,7.31E-07,-1.12E+00,-7.02E-07,
1567,4.43E-08,3.74E-08,1.20E-06,-1.57E-06,-1.25E-06,1.54E-06,1.01E+00,2.57E-01,2.62E-01,1.37E-08,1.16E-08,3.59E-07,-4.70E-07,-3.67E-07,4.53E-07,1.52E+00,-7.52E-01,-7.65E-01,5.05E-03,6.87E-07,-9.20E-01,-6.85E-07,
1568,2.20E-08,6.36E-08,1.17E-06,-7.15E-07,-1.20E-06,6.51E-07,1.01E+00,2.66E-01,2.53E-01,6.83E-09,1.97E-08,3.51E-07,-2.14E-07,-3.52E-07,1.92E-07,1.52E+00,-7.26E-01,-7.91E-01,2.44E-02,4.71E-07,-5.48E-01,-4.51E-07,
1569,4.81E-08,9.58E-08,2.62E-06,-1.09E-06,-2.66E-06,9.99E-07,1.01E+00,2.76E-01,2.43E-01,1.49E-08,2.97E-08,7.82E-07,-3.27E-07,-7.85E-07,2.94E-07,1.52E+00,-6.95E-01,-8.20E-01,4.76E-02,9.60E-07,-3.97E-01,-8.67E-07,
1570,4.53E-08,1.07E-07,1.89E-06,-2.42E-06,-1.93E-06,2.32E-06,1.01E+00,2.87E-01,2.32E-01,1.40E-08,3.32E-08,5.63E-07,-7.24E-07,-5.69E-07,6.83E-07,1.51E+00,-6.62E-01,-8.52E-01,7.23E-02,1.03E-06,-9.11E-01,-1.02E-06,
1571,2.25E-09,1.54E-07,8.65E-07,-2.48E-06,-8.67E-07,2.33E-06,1.01E+00,2.99E-01,2.22E-01,6.98E-10,4.76E-08,2.59E-07,-7.42E-07,-2.56E-07,6.86E-07,1.51E+00,-6.28E-01,-8.83E-01,9.72E-02,8.69E-07,-1.24E+00,-8.02E-07,
1572,9.72E-08,2.61E-07,1.08E-06,-2.10E-06,-1.18E-06,1.84E-06,1.01E+00,3.10E-01,2.11E-01,3.01E-08,8.09E-08,3.22E-07,-6.26E-07,-3.46E-07,5.41E-07,1.51E+00,-5.94E-01,-9.13E-01,1.22E-01,7.70E-07,-1.10E+00,-7.45E-07,
1573,1.88E-07,1.25E-07,1.39E-06,-1.50E-06,-1.57E-06,1.38E-06,1.00E+00,3.22E-01,2.01E-01,5.81E-08,3.86E-08,4.14E-07,-4.48E-07,-4.64E-07,4.05E-07,1.50E+00,-5.58E-01,-9.43E-01,1.47E-01,6.58E-07,-8.28E-01,-6.58E-07,
1574,9.28E-08,-2.29E-08,1.43E-06,-2.32E-06,-1.52E-06,2.34E-06,1.00E+00,3.35E-01,1.90E-01,2.87E-08,-7.11E-09,4.27E-07,-6.93E-07,-4.49E-07,6.90E-07,1.49E+00,-5.19E-01,-9.75E-01,1.74E-01,8.68E-07,-1.02E+00,-8.54E-07,
1575,3.07E-09,-7.38E-08,-6.90E-07,-2.01E-06,6.87E-07,2.08E-06,1.00E+00,3.50E-01,1.78E-01,9.52E-10,-2.29E-08,-2.06E-07,-6.01E-07,2.02E-07,6.14E-07,1.49E+00,-4.75E-01,-1.01E+00,2.05E-01,6.69E-07,-1.90E+00,-3.27E-07,
1576,-2.61E-07,4.23E-09,6.30E-07,-7.86E-07,-3.69E-07,7.81E-07,9.98E-01,3.66E-01,1.65E-01,-8.07E-08,1.31E-09,1.88E-07,-2.35E-07,-1.09E-07,2.30E-07,1.47E+00,-4.26E-01,-1.05E+00,2.39E-01,3.15E-07,-8.90E-01,-3.15E-07,
1577,-5.05E-07,3.92E-07,3.12E-06,-1.79E-06,-2.61E-06,1.39E-06,9.94E-01,3.84E-01,1.51E-01,-1.56E-07,1.21E-07,9.31E-07,-5.34E-07,-7.70E-07,4.11E-07,1.46E+00,-3.74E-01,-1.09E+00,2.75E-01,1.11E-06,-5.21E-01,-1.05E-06,
1578,-5.06E-07,6.93E-07,3.45E-06,-3.82E-06,-2.94E-06,3.13E-06,9.89E-01,4.02E-01,1.38E-01,-1.57E-07,2.15E-07,1.03E-06,-1.14E-06,-8.68E-07,9.23E-07,1.44E+00,-3.19E-01,-1.13E+00,3.12E-01,1.58E-06,-8.37E-01,-1.58E-06,
1579,-2.54E-07,1.05E-06,8.04E-07,-5.30E-06,-5.50E-07,4.25E-06,9.84E-01,4.21E-01,1.25E-01,-7.86E-08,3.24E-07,2.40E-07,-1.58E-06,-1.62E-07,1.25E-06,1.43E+00,-2.64E-01,-1.16E+00,3.49E-01,1.63E-06,-1.42E+00,-1.36E-06,
1580,4.81E-07,9.85E-07,-1.90E-06,-4.21E-06,1.42E-06,3.23E-06,9.78E-01,4.39E-01,1.13E-01,1.49E-07,3.05E-07,-5.68E-07,-1.26E-06,4.18E-07,9.51E-07,1.41E+00,-2.08E-01,-1.20E+00,3.86E-01,1.40E-06,-1.99E+00,-5.66E-07,
1581,4.11E-07,2.28E-07,-1.34E-06,-1.07E-06,9.33E-07,8.38E-07,9.72E-01,4.57E-01,1.02E-01,1.27E-07,7.07E-08,-4.02E-07,-3.19E-07,2.75E-07,2.47E-07,1.39E+00,-1.57E-01,-1.23E+00,4.20E-01,5.16E-07,-2.47E+00,3.07E-08,
1582,-3.69E-07,1.76E-08,1.26E-06,-2.15E-07,-8.90E-07,1.98E-07,9.66E-01,4.72E-01,9.23E-02,-1.14E-07,5.44E-09,3.76E-07,-6.43E-08,-2.62E-07,5.82E-08,1.37E+00,-1.10E-01,-1.26E+00,4.51E-01,3.83E-07,-1.68E-01,-2.99E-07,
1583,-8.82E-07,8.78E-07,3.37E-06,-2.87E-06,-2.48E-06,1.99E-06,9.60E-01,4.86E-01,8.44E-02,-2.73E-07,2.72E-07,1.01E-06,-8.56E-07,-7.32E-07,5.86E-07,1.35E+00,-6.99E-02,-1.28E+00,4.78E-01,1.32E-06,-7.06E-01,-1.31E-06,
1584,-6.50E-07,1.64E-06,2.31E-06,-5.07E-06,-1.66E-06,3.42E-06,9.55E-01,4.97E-01,7.79E-02,-2.01E-07,5.09E-07,6.91E-07,-1.51E-06,-4.90E-07,1.01E-06,1.33E+00,-3.49E-02,-1.30E+00,5.01E-01,1.67E-06,-1.14E+00,-1.59E-06,
1585,3.32E-08,1.89E-06,5.20E-07,-5.32E-06,-5.53E-07,3.43E-06,9.51E-01,5.08E-01,7.22E-02,1.03E-08,5.87E-07,1.55E-07,-1.59E-06,-1.63E-07,1.01E-06,1.32E+00,-4.00E-03,-1.31E+00,5.21E-01,1.60E-06,-1.47E+00,-1.29E-06,
